ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Biden,9/21/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,9/21/2024 12:00:00 AM,$0.58,$0.58,$0.57,$0.58,10331
Buttigieg,9/21/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,9/21/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,9/21/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/21/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/21/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,9/21/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,9/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Trump,9/22/2024 12:00:00 AM,$0.46,$0.46,$0.45,$0.46,10574
Biden,9/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,161
Harris,9/22/2024 12:00:00 AM,$0.58,$0.58,$0.57,$0.57,10958
Buttigieg,9/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,9/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,9/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,9/22/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,9/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,9/23/2024 12:00:00 AM,$0.46,$0.46,$0.45,$0.46,15465
Biden,9/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,9/23/2024 12:00:00 AM,$0.57,$0.59,$0.57,$0.57,25620
Buttigieg,9/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,9/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,885
Ramaswamy,9/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,867
Haley,9/23/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,859
DeSantis,9/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Trump,9/24/2024 12:00:00 AM,$0.46,$0.47,$0.45,$0.46,22398
Biden,9/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
Harris,9/24/2024 12:00:00 AM,$0.57,$0.58,$0.57,$0.57,12550
Buttigieg,9/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1908
Newsom,9/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Ramaswamy,9/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,9/24/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,9/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,9/25/2024 12:00:00 AM,$0.46,$0.47,$0.46,$0.46,14717
Biden,9/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,9/25/2024 12:00:00 AM,$0.57,$0.58,$0.56,$0.58,24372
Buttigieg,9/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,9/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,425
Ramaswamy,9/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,375
Haley,9/25/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,9/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,9/26/2024 12:00:00 AM,$0.46,$0.48,$0.46,$0.47,28871
Biden,9/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1062
Harris,9/26/2024 12:00:00 AM,$0.58,$0.58,$0.56,$0.56,21281
Buttigieg,9/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Newsom,9/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,9/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,904
Haley,9/26/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
DeSantis,9/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Trump,9/27/2024 12:00:00 AM,$0.47,$0.48,$0.47,$0.48,24835
Biden,9/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,9/27/2024 12:00:00 AM,$0.56,$0.57,$0.56,$0.56,18499
Buttigieg,9/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,9/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,64
Ramaswamy,9/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,9/27/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,9/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,9/28/2024 12:00:00 AM,$0.48,$0.48,$0.47,$0.48,12620
Biden,9/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,103
Harris,9/28/2024 12:00:00 AM,$0.56,$0.57,$0.56,$0.56,10288
Buttigieg,9/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,9/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,9/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,500
Haley,9/28/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,30
DeSantis,9/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,9/29/2024 12:00:00 AM,$0.48,$0.49,$0.47,$0.49,20175
Biden,9/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,9/29/2024 12:00:00 AM,$0.56,$0.57,$0.56,$0.56,15255
Buttigieg,9/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,9/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,9/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,15
Haley,9/29/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,9/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1716
Trump,9/30/2024 12:00:00 AM,$0.49,$0.49,$0.47,$0.49,13795
Biden,9/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2216
Harris,9/30/2024 12:00:00 AM,$0.56,$0.57,$0.55,$0.55,10001
Buttigieg,9/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1716
Newsom,9/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1865
Ramaswamy,9/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,9/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,9/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2306
Haley,9/30/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1752
DeSantis,10/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,10/1/2024 12:00:00 AM,$0.49,$0.49,$0.47,$0.48,23626
Biden,10/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,305
Harris,10/1/2024 12:00:00 AM,$0.55,$0.57,$0.55,$0.55,28911
Buttigieg,10/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,26
Ramaswamy,10/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,106
Haley,10/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,10/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,34
Trump,10/2/2024 12:00:00 AM,$0.48,$0.49,$0.48,$0.49,24186
Biden,10/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1860
Harris,10/2/2024 12:00:00 AM,$0.55,$0.56,$0.54,$0.54,26713
Buttigieg,10/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,26
Newsom,10/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,149
Ramaswamy,10/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Scott,10/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,215
Haley,10/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1085
DeSantis,10/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,10/3/2024 12:00:00 AM,$0.49,$0.49,$0.48,$0.49,13889
Biden,10/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Harris,10/3/2024 12:00:00 AM,$0.54,$0.56,$0.54,$0.55,27630
Buttigieg,10/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,10/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,10/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,10/4/2024 12:00:00 AM,$0.49,$0.49,$0.48,$0.49,24065
Biden,10/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2867
Harris,10/4/2024 12:00:00 AM,$0.55,$0.56,$0.54,$0.54,25652
Buttigieg,10/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,863
Newsom,10/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1788
Ramaswamy,10/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1798
Haley,10/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,923
DeSantis,10/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,17
Trump,10/5/2024 12:00:00 AM,$0.49,$0.50,$0.48,$0.50,22147
Biden,10/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Harris,10/5/2024 12:00:00 AM,$0.54,$0.55,$0.54,$0.54,17928
Buttigieg,10/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,10/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,688
Haley,10/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,835
DeSantis,10/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Trump,10/6/2024 12:00:00 AM,$0.50,$0.51,$0.49,$0.51,38600
Biden,10/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/6/2024 12:00:00 AM,$0.54,$0.55,$0.53,$0.53,30525
Buttigieg,10/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,10/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,10/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,16
Trump,10/7/2024 12:00:00 AM,$0.51,$0.52,$0.50,$0.51,47063
Biden,10/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,450
Harris,10/7/2024 12:00:00 AM,$0.53,$0.54,$0.52,$0.52,47502
Buttigieg,10/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,10/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,10/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Trump,10/8/2024 12:00:00 AM,$0.51,$0.52,$0.50,$0.50,40806
Biden,10/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,85003
Harris,10/8/2024 12:00:00 AM,$0.52,$0.53,$0.52,$0.52,22656
Buttigieg,10/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,9001
Ramaswamy,10/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,219
Haley,10/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,151
DeSantis,10/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,10/9/2024 12:00:00 AM,$0.50,$0.52,$0.50,$0.52,64315
Biden,10/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1601
Harris,10/9/2024 12:00:00 AM,$0.52,$0.53,$0.52,$0.52,44099
Buttigieg,10/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11050
Ramaswamy,10/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,10/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1180
Trump,10/10/2024 12:00:00 AM,$0.52,$0.55,$0.51,$0.54,60307
Biden,10/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1168
Harris,10/10/2024 12:00:00 AM,$0.52,$0.53,$0.50,$0.50,62556
Buttigieg,10/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,19633
Ramaswamy,10/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,33
Haley,10/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,10/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,41
Trump,10/11/2024 12:00:00 AM,$0.54,$0.55,$0.53,$0.55,73211
Biden,10/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1683
Harris,10/11/2024 12:00:00 AM,$0.50,$0.52,$0.49,$0.49,56459
Buttigieg,10/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1230
Ramaswamy,10/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Scott,10/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,592
Haley,10/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,10/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Trump,10/12/2024 12:00:00 AM,$0.55,$0.55,$0.54,$0.55,54026
Biden,10/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1484
Harris,10/12/2024 12:00:00 AM,$0.49,$0.50,$0.48,$0.49,35769
Buttigieg,10/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,10/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
RFK Jr.,10/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,886
Haley,10/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,10/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Trump,10/13/2024 12:00:00 AM,$0.55,$0.55,$0.53,$0.53,30250
Biden,10/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
Harris,10/13/2024 12:00:00 AM,$0.49,$0.50,$0.49,$0.49,23128
Buttigieg,10/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/13/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,864
Ramaswamy,10/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,9
Haley,10/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
DeSantis,10/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,10/14/2024 12:00:00 AM,$0.53,$0.54,$0.53,$0.54,33944
Biden,10/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,746
Harris,10/14/2024 12:00:00 AM,$0.49,$0.50,$0.48,$0.49,44226
Buttigieg,10/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,26
Ramaswamy,10/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
DeSantis,10/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,10/15/2024 12:00:00 AM,$0.54,$0.55,$0.53,$0.54,72172
Biden,10/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1537
Harris,10/15/2024 12:00:00 AM,$0.49,$0.51,$0.49,$0.50,63994
Buttigieg,10/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Newsom,10/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ramaswamy,10/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,26
Haley,10/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
DeSantis,10/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,965
Trump,10/16/2024 12:00:00 AM,$0.54,$0.55,$0.53,$0.54,95434
Biden,10/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1159
Harris,10/16/2024 12:00:00 AM,$0.50,$0.51,$0.49,$0.49,68288
Buttigieg,10/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1024
Newsom,10/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2877
Ramaswamy,10/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
RFK Jr.,10/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1812
Haley,10/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1088
DeSantis,10/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,161
Trump,10/17/2024 12:00:00 AM,$0.54,$0.57,$0.53,$0.55,93807
Biden,10/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/17/2024 12:00:00 AM,$0.49,$0.50,$0.46,$0.48,107180
Buttigieg,10/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/17/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,10378
Ramaswamy,10/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,10/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1046
Haley,10/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,150
DeSantis,10/18/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Trump,10/18/2024 12:00:00 AM,$0.55,$0.56,$0.55,$0.55,73382
Biden,10/18/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,775
Harris,10/18/2024 12:00:00 AM,$0.48,$0.49,$0.47,$0.48,65491
Buttigieg,10/18/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
Newsom,10/18/2024 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,4156
Ramaswamy,10/18/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Scott,10/18/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
RFK Jr.,10/18/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,101
Haley,10/18/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
DeSantis,10/19/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,10/19/2024 12:00:00 AM,$0.55,$0.56,$0.55,$0.55,33092
Biden,10/19/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/19/2024 12:00:00 AM,$0.48,$0.50,$0.48,$0.48,37540
Buttigieg,10/19/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/19/2024 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2445
Ramaswamy,10/19/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Scott,10/19/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
RFK Jr.,10/19/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/19/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
DeSantis,10/20/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,500
Trump,10/20/2024 12:00:00 AM,$0.55,$0.56,$0.55,$0.56,47327
Biden,10/20/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,21
Harris,10/20/2024 12:00:00 AM,$0.48,$0.49,$0.48,$0.49,38756
Buttigieg,10/20/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,10/20/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,20
Ramaswamy,10/20/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Scott,10/20/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,250
